OPE ID,School,City,State,Zip Code,Full Address,lat,lon,School Type,Loan Type,Recipients,# of Loans Originated,$ of Loans Originated,avg_loans_originated,# of Disbursements,$ of Disbursements,avg_loans_disbursed
41877,CREVIER'S SCHOOL OF COSMETOLOGY,KALISPELL,MT,59901,KALISPELL MT 59901 ,48.21,-114.32,Proprietary,Total,92,92,358672,3898.608696,92,179336,1949.304348
41218,CRISWELL COLLEGE,DALLAS,TX,75246,DALLAS TX 75246 ,32.79,-96.77,Private-Nonprofit,Total,1223,1223,7067376,5778.721177,1223,3533686,2889.358953
2459,CROWDER COLLEGE,NEOSHO,MO,64850,NEOSHO MO 64850 ,36.85,-94.40,Public,Total,3876,3896,13007480,3338.675565,3896,6493924,1666.818275
1095,CROWLEY'S RIDGE COLLEGE,PARAGOULD,AR,72450,PARAGOULD AR 72450 ,36.04,-90.54,Private-Nonprofit,Total,2055,2079,10133463,4874.200577,2079,5066863,2437.16354
2383,CROWN COLLEGE,ST BONIFACIUS,MN,55375,ST BONIFACIUS MN 55375 ,44.90,-93.74,Private-Nonprofit,Total,10900,11176,76224898,6820.409628,11176,34030430,3044.956156
1192,CUESTA COLLEGE,SAN LUIS OBISPO,CA,93403,SAN LUIS OBISPO CA 93403 ,35.33,-120.74,Public,Total,2306,2406,11969657,4974.919784,2406,6397942,2659.161264
37233,CULINARY INSTITUTE LENOTRE,HOUSTON,TX,77022,HOUSTON TX 77022 ,40.15,-91.09,Proprietary,Total,1856,1856,8080762,4353.858836,2182,3255863,1492.146196
7304,CULINARY INSTITUTE OF AMERICA,HYDE PARK,NY,12538,HYDE PARK NY 12538 ,41.80,-73.91,Private-Nonprofit,Total,27169,27640,157472490,5697.26809,27640,101037383,3655.476954
42764,CULINARY SCHOOL OF FORT WORTH (THE),FORT WORTH,TX,76116,FORT WORTH TX 76116 ,32.72,-97.47,Proprietary,Total,267,279,1393750,4995.519713,279,721875,2587.365591
42343,CULINARY TECH CENTER,NEW YORK,NY,10001,NEW YORK NY 10001 ,40.75,-73.99,Proprietary,Total,167,179,615550,3438.826816,179,307815,1719.636872
38763,CULPEPER COSMETOLOGY TRAINING CENTER,CULPEPER,VA,22701,CULPEPER VA 22701 ,38.45,-77.99,Public,Total,84,84,264728,3151.52381,84,132352,1575.619048
2460,CULVER-STOCKTON COLLEGE,CANTON,MO,63435,CANTON MO 63435 ,40.20,-91.58,Private-Nonprofit,Total,14099,15031,77058140,5126.61433,15031,38432036,2556.851573
3485,CUMBERLAND UNIVERSITY,LEBANON,TN,37087,LEBANON TN 37087 ,36.20,-86.28,Private-Nonprofit,Total,11310,11310,55523028,4909.197878,11366,26261383,2310.521116
7273,CUNY BERNARD M. BARUCH COLLEGE,NEW YORK,NY,10010,NEW YORK NY 10010 ,40.74,-73.99,Public,Total,22747,23912,260856102,10909.00393,25941,135834291,5236.278131
2691,CUNY BOROUGH OF MANHATTAN COMMUNITY COLLEGE,NEW YORK,NY,10007,NEW YORK NY 10007 ,40.72,-74.01,Public,Total,5488,5740,19598572,3414.385366,5740,9852584,1716.478049
2687,CUNY BROOKLYN COLLEGE,BROOKLYN,NY,11210,BROOKLYN NY 11210 ,40.64,-73.94,Public,Total,18720,19838,144107216,7264.200827,25244,83377176,3302.851212
4765,CUNY GRADUATE SCHOOL & UNIVERSITY CENTER,NEW YORK,NY,10016,NEW YORK NY 10016 ,40.75,-73.98,Public,Total,10200,10784,168082356,15586.27188,11804,88294522,7480.051
2689,CUNY HUNTER COLLEGE,NEW YORK,NY,10021,NEW YORK NY 10021 ,40.77,-73.96,Public,Total,31046,31692,411692313,12990.41755,34100,211266278,6195.492023
2693,CUNY JOHN JAY COLLEGE OF CRIMINAL JUSTICE,NEW YORK,NY,10019,NEW YORK NY 10019 ,40.78,-73.96,Public,Total,12843,12963,165104335,12736.58374,13968,85898720,6149.679267
7022,CUNY LEHMAN COLLEGE,BRONX,NY,10468,BRONX NY 10468 ,40.88,-73.89,Public,Total,17103,17483,160910506,9203.826918,21345,87284372,4089.218646
10097,CUNY MEDGAR EVERS COLLEGE,BROOKLYN,NY,11225,BROOKLYN NY 11225 ,40.66,-73.95,Public,Total,3856,3916,15353688,3920.757916,5684,10582900,1861.87544
2690,CUNY QUEENS COLLEGE,FLUSHING,NY,11367,FLUSHING NY 11367 ,40.77,-73.82,Public,Total,15902,16126,123763572,7674.784323,18406,66772062,3627.733456
4759,CUNY YORK COLLEGE,JAMAICA,NY,11451,JAMAICA NY 11451 ,43.10,-72.78,Public,Total,4949,5113,37468050,7327.997262,6313,21846960,3460.630445
8611,"CUNY, HOSTOS COMMUNITY COLLEGE",BRONX,NY,10451,BRONX NY 10451 ,40.82,-73.93,Public,Total,1700,1732,6367768,3676.540416,1732,3183928,1838.295612
2143,CURRY COLLEGE,MILTON,MA,2186,MILTON MA 2186 ,42.24,-71.08,Private-Nonprofit,Total,30851,31258,198783570,6359.446222,31483,102439101,3253.790967
3251,CURTIS INSTITUTE OF MUSIC,PHILADELPHIA,PA,19103,PHILADELPHIA PA 19103 ,39.95,-75.17,Private-Nonprofit,Total,160,172,1330450,7735.174419,172,665240,3867.674419
42604,CUTTING EDGE ACADEMY,SUCCASUNNA,NJ,7876,SUCCASUNNA NJ 7876 ,40.85,-74.66,Proprietary,Total,339,339,1333262,3932.926254,419,738621,1762.818616
3040,CUYAHOGA COMMUNITY COLLEGE,CLEVELAND,OH,44115,CLEVELAND OH 44115 ,41.50,-81.69,Public,Total,12148,13172,43086388,3271.058913,13172,18748848,1423.386578
11614,CVPH MEDICAL CENTER,PLATTSBURGH,NY,12901,PLATTSBURGH NY 12901 ,44.70,-73.48,Private-Nonprofit,Total,207,207,858988,4149.700483,227,432396,1904.828194
41878,CYBERTEX INSTITUTE OF TECHNOLOGY,AUSTIN,TX,78752,AUSTIN TX 78752 ,30.32,-97.71,Proprietary,Total,868,868,3469632,3997.271889,868,1734976,1998.820276
1193,CYPRESS COLLEGE,CYPRESS,CA,90630,CYPRESS CA 90630 ,33.83,-118.04,Public,Total,1204,1216,5568216,4579.125,1216,2770620,2278.470395
2712,D'YOUVILLE COLLEGE,BUFFALO,NY,14201,BUFFALO NY 14201 ,42.90,-78.89,Private-Nonprofit,Total,20000,20064,233591873,11642.33817,20064,119593952,5960.623604
42709,D&S SCHOOL OF COSMETOLOGY,WATERFORD,MI,48328,WATERFORD MI 48328 ,42.64,-83.37,Proprietary,Total,20,20,100000,5000,20,50000,2500
2808,DAEMEN COLLEGE,AMHERST,NY,14226,AMHERST NY 14226 ,42.96,-78.79,Private-Nonprofit,Total,1791,1791,28663115,16003.97264,1791,9541389,5327.40871
2995,DAKOTA COLLEGE AT BOTTINEAU,BOTTINEAU,ND,58318,BOTTINEAU ND 58318 ,48.83,-100.44,Public,Total,2848,2980,13967006,4686.914765,2980,6979037,2341.958725
10402,DAKOTA COUNTY TECHNICAL COLLEGE,ROSEMOUNT,MN,55068,ROSEMOUNT MN 55068 ,44.73,-93.14,Public,Total,9075,9499,41112442,4328.081061,9499,22207535,2337.881356
3463,DAKOTA STATE UNIVERSITY,MADISON,SD,57042,MADISON SD 57042 ,44.01,-97.13,Public,Total,18940,19084,104899890,5496.745441,19084,53246243,2790.098669
3461,DAKOTA WESLEYAN UNIVERSITY,MITCHELL,SD,57301,MITCHELL SD 57301 ,43.72,-98.03,Private-Nonprofit,Total,9933,9965,49611648,4978.589865,9965,25631994,2572.202107
3560,DALLAS BAPTIST UNIVERSITY,DALLAS,TX,75211,DALLAS TX 75211 ,32.75,-96.84,Private-Nonprofit,Total,23174,23174,185778600,8016.682489,23174,98352221,4244.076163
6941,DALLAS CHRISTIAN COLLEGE,DALLAS,TX,75234,DALLAS TX 75234 ,32.93,-96.89,Private-Nonprofit,Total,1613,1641,8858666,5398.333943,1641,4429452,2699.239488
4453,DALLAS COLLEGE,DALLAS,TX,75202,DALLAS TX 75202 ,32.78,-96.81,Public,Total,45512,45680,195045116,4269.814273,45708,97223348,2127.053207
10761,DALLAS INSTITUTE OF FUNERAL SERVICE,DALLAS,TX,75227,DALLAS TX 75227 ,32.77,-96.69,Private-Nonprofit,Total,1916,1916,8701720,4541.607516,1988,3530876,1776.094567
3956,DALTON STATE COLLEGE,DALTON,GA,30720,DALTON GA 30720 ,34.77,-85.00,Public,Total,10140,10224,42806381,4186.852602,10264,21397325,2084.696512
1669,DANVILLE AREA COMMUNITY COLLEGE,DANVILLE,IL,61832,DANVILLE IL 61832 ,40.12,-87.59,Public,Total,627,627,2874984,4585.301435,627,1437542,2292.730463
2573,DARTMOUTH COLLEGE,HANOVER,NH,3755,HANOVER NH 3755 ,43.70,-72.28,Private-Nonprofit,Total,15840,16235,300632400,18517.54851,16743,125389017,7489.041211
2249,DAVENPORT UNIVERSITY,GRAND RAPIDS,MI,49503,GRAND RAPIDS MI 49503 ,42.96,-85.67,Private-Nonprofit,Total,14,14,256452,18318,14,128226,9159
10827,DAVID PRESSLEY PROFESSIONAL SCHOOL OF COSMETOLOGY,ROYAL OAK,MI,48067,ROYAL OAK MI 48067 ,42.49,-83.14,Proprietary,Total,254,254,853908,3361.84252,266,396906,1492.12782
2918,DAVIDSON COLLEGE,DAVIDSON,NC,28035,DAVIDSON NC 28035 ,35.50,-80.85,Private-Nonprofit,Total,3378,3414,32736447,9588.883128,3414,17468971,5116.86321
2919,DAVIDSON COUNTY COMMUNITY COLLEGE,LEXINGTON,NC,27293,LEXINGTON NC 27293 ,35.71,-78.85,Public,Total,4733,4733,24186171,5110.114304,4733,12078780,2552.03465
41326,DAVINES PROFESSIONAL ACADEMY OF BEAUTY AND BUSINESS,LINCOLN,NE,68516,LINCOLN NE 68516 ,40.76,-96.65,Proprietary,Total,115,115,409280,3558.956522,115,204634,1779.426087
3811,DAVIS & ELKINS COLLEGE,ELKINS,WV,26241,ELKINS WV 26241 ,38.89,-79.84,Private-Nonprofit,Total,8490,8505,39163884,4604.807055,8505,19373006,2277.837272
4855,DAVIS COLLEGE,TOLEDO,OH,43604,TOLEDO OH 43604 ,41.65,-83.54,Proprietary,Total,184,184,726332,3947.456522,184,260464,1415.565217
30258,DAWN CAREER INSTITUTE,NEWARK,DE,19702,NEWARK DE 19702 ,39.66,-75.66,Proprietary,Total,625,649,2611937,4024.55624,733,1138441,1553.125512
2529,DAWSON COMMUNITY COLLEGE,GLENDIVE,MT,59330,GLENDIVE MT 59330 ,47.12,-104.70,Public,Total,1001,1013,4176709,4123.108588,1045,2143452,2051.150239
41173,DAYTON SCHOOL OF MEDICAL MASSAGE,DAYTON,OH,45429,DAYTON OH 45429 ,39.76,-84.20,Proprietary,Total,3060,3060,10335050,3377.46732,3386,5513807,1628.413172
39396,DAYTONA COLLEGE,ORMOND BEACH,FL,32174,ORMOND BEACH FL 32174 ,29.28,-81.12,Proprietary,Total,1124,1175,3339575,2842.191489,1554,1780341,1145.650579
1475,DAYTONA STATE COLLEGE,DAYTONA BEACH,FL,32114,DAYTONA BEACH FL 32114 ,29.19,-81.02,Public,Total,15162,15694,63871956,4069.832802,15694,31955934,2036.18797
30726,DCI CAREER INSTITUTE,MONACA,PA,15061,MONACA PA 15061 ,40.68,-80.27,Proprietary,Total,132,132,666000,5045.454545,132,333000,2522.727273
4480,DE ANZA COMMUNITY COLLEGE,CUPERTINO,CA,95014,CUPERTINO CA 95014 ,37.32,-122.05,Public,Total,2036,2048,10807300,5277.001953,2076,2746088,1322.77842
2144,DEAN COLLEGE,FRANKLIN,MA,2038,FRANKLIN MA 2038 ,42.08,-71.41,Private-Nonprofit,Total,12336,12363,64247496,5196.756127,12363,32139477,2599.650328
42299,DEBUTANTES SCHOOL OF COSMETOLOGY AND NAIL TECHNOLOGY,DEKALB,IL,60115,DEKALB IL 60115 ,41.93,-88.77,Proprietary,Total,52,52,179120,3444.615385,52,89564,1722.384615
3041,DEFIANCE COLLEGE,DEFIANCE,OH,43512,DEFIANCE OH 43512 ,41.27,-84.35,Private-Nonprofit,Total,9658,10222,54836392,5364.546273,10222,27839873,2723.525044
42482,DEHART TECHNICAL SCHOOL,MODESTO,CA,95356,MODESTO CA 95356 ,35.39,-113.86,Proprietary,Total,80,80,400000,5000,80,200000,2500
3563,DEL MAR COLLEGE,CORPUS CHRISTI,TX,78404,CORPUS CHRISTI TX 78404 ,27.73,-97.31,Public,Total,5461,5505,16664844,3027.219619,6256,9051178,1446.799552
41398,DELAWARE COLLEGE OF ART AND DESIGN,WILMINGTON,DE,19801,WILMINGTON DE 19801 ,39.73,-75.56,Private-Nonprofit,Total,1378,1378,8412820,6105.09434,1378,4262645,3093.356313
7110,DELAWARE COUNTY COMMUNITY COLLEGE,MEDIA,PA,19063,MEDIA PA 19063 ,39.92,-75.39,Public,Total,22096,23164,97550903,4211.315101,23164,48910829,2111.501856
37023,DELAWARE LEARNING INSTITUTE OF COSMETOLOGY,DAGSBORO,DE,19939,DAGSBORO DE 19939 ,38.55,-75.25,Proprietary,Total,222,222,910299,4100.445946,222,455098,2049.990991
1428,DELAWARE STATE UNIVERSITY,DOVER,DE,19901,DOVER DE 19901 ,39.19,-75.54,Public,Total,22165,22420,167536674,7472.6438,22420,84796652,3782.187868
3252,DELAWARE VALLEY UNIVERSITY,DOYLESTOWN,PA,18901,DOYLESTOWN PA 18901 ,40.32,-75.13,Private-Nonprofit,Total,24942,25031,171180512,6838.740442,25031,87068129,3478.411929
2251,DELTA COLLEGE,UNIVERSITY CENTER,MI,48710,UNIVERSITY CENTER MI 48710 ,39.06,-77.45,Public,Total,12492,12492,48495359,3882.113272,12492,11790296,943.8277297
33326,DELTA COLLEGE,COVINGTON,LA,70433,COVINGTON LA 70433 ,30.44,-90.09,Proprietary,Total,2075,2075,7632082,3678.111807,2075,3816125,1839.096386
42701,DELTA DESIGNS COSMETOLOGY SCHOOL,WYNNE,AR,72396,WYNNE AR 72396 ,35.23,-90.76,Proprietary,Total,60,60,300000,5000,60,150000,2500
2403,DELTA STATE UNIVERSITY,CLEVELAND,MS,38733,CLEVELAND MS 38733 ,33.76,-90.74,Public,Total,24973,26584,186839520,7028.269636,27077,101773367,3758.664808
42832,DELUXE BARBER COLLEGE,SAN ANTONIO,TX,78217,SAN ANTONIO TX 78217 ,29.52,-98.46,Proprietary,Total,76,76,276000,3631.578947,76,144000,1894.736842
26192,DENHAM SPRINGS BEAUTY COLLEGE,DENHAM SPRINGS,LA,70726,DENHAM SPRINGS LA 70726 ,30.49,-90.96,Proprietary,Total,52,52,105192,2022.923077,52,52608,1011.692308
3042,DENISON UNIVERSITY,GRANVILLE,OH,43023,GRANVILLE OH 43023 ,40.07,-82.50,Private-Nonprofit,Total,16277,16453,98773887,6003.396767,16453,50218580,3052.244575
41003,DENMARK COLLEGE,MERRILLVILLE,IN,46410,MERRILLVILLE IN 46410 ,41.47,-87.33,Proprietary,Total,360,384,1111128,2893.5625,384,555628,1446.947917
41483,DENVER COLLEGE OF NURSING,DENVER,CO,80202,DENVER CO 80202 ,39.75,-104.99,Proprietary,Total,5012,5024,26952206,5364.690685,6156,11054501,1795.727908
1352,DENVER SEMINARY,LITTLETON,CO,80120,LITTLETON CO 80120 ,39.62,-105.01,Private-Nonprofit,Total,2760,2760,38860440,14079.86957,2844,20267516,7126.412096
1671,DEPAUL UNIVERSITY,CHICAGO,IL,60604,CHICAGO IL 60604 ,41.88,-87.63,Private-Nonprofit,Total,179948,183176,1812249948,9893.49013,183369,757668624,4131.9341
1792,DEPAUW UNIVERSITY,GREENCASTLE,IN,46135,GREENCASTLE IN 46135 ,39.65,-86.89,Private-Nonprofit,Total,12293,12466,74447773,5972.065859,12466,39708204,3185.320391
42387,DERMAL SCIENCE INTERNATIONAL AESTHETICS & NAIL ACADEMY,RESTON,VA,20190,RESTON VA 20190 ,38.96,-77.36,Proprietary,Total,175,175,705746,4032.834286,202,387050,1916.089109
3986,DESALES UNIVERSITY,CENTER VALLEY,PA,18034,CENTER VALLEY PA 18034 ,40.56,-75.41,Private-Nonprofit,Total,27151,27167,189633992,6980.306696,28198,95342145,3381.166927
36463,DESIGN'S SCHOOL OF COSMETOLOGY,PASO ROBLES,CA,93446,PASO ROBLES CA 93446 ,35.63,-120.69,Proprietary,Total,52,52,231992,4461.384615,52,115996,2230.692308
42200,DESIGNER BARBER & STYLIST SCHOOL,FT SMITH,AR,72903,FT SMITH AR 72903 ,35.35,-94.39,Proprietary,Total,320,320,1276428,3988.8375,320,651196,2034.9875
10727,DEVRY UNIVERSITY,NAPERVILLE,IL,60563,NAPERVILLE IL 60563 ,41.80,-88.13,Proprietary,Total,241421,245399,1148845454,4681.540895,419690,558115047,1329.826889
1191,DIABLO VALLEY COLLEGE,PLEASANT HILL,CA,94523,PLEASANT HILL CA 94523 ,37.93,-122.09,Public,Total,884,884,4080400,4615.837104,884,963864,1090.343891
41691,DIAMONDS COSMETOLOGY COLLEGE,SHERMAN,TX,75090,SHERMAN TX 75090 ,33.61,-96.60,Proprietary,Total,143,143,676854,4733.244755,143,338433,2366.664336
3253,DICKINSON COLLEGE,CARLISLE,PA,17013,CARLISLE PA 17013 ,40.20,-77.19,Private-Nonprofit,Total,8722,8722,54391259,6236.099404,8722,27414890,3143.188489
2989,DICKINSON STATE UNIVERSITY,DICKINSON,ND,58601,DICKINSON ND 58601 ,46.89,-102.82,Public,Total,6834,7266,35287550,4856.530416,7266,18142706,2496.931737
22602,DIESEL DRIVING ACADEMY,SHREVEPORT,LA,71109,SHREVEPORT LA 71109 ,32.48,-93.81,Proprietary,Total,947,947,3356403,3544.248152,1163,2093049,1799.698194
30309,DIESEL DRIVING ACADEMY,BATON ROUGE,LA,70815,BATON ROUGE LA 70815 ,30.44,-91.09,Proprietary,Total,884,884,2917872,3300.760181,1024,1692452,1652.785156
37243,DIGIPEN INSTITUTE OF TECHNOLOGY,REDMOND,WA,98052,REDMOND WA 98052 ,47.67,-122.13,Proprietary,Total,10851,10866,101955022,9382.939628,10866,51225270,4714.271121
41169,DIGRIGOLI SCHOOL OF COSMETOLOGY,WEST SPRINGFIELD,MA,1089,WEST SPRINGFIELD MA 1089 ,42.11,-72.65,Proprietary,Total,203,203,461804,2274.896552,330,264280,800.8484848
2004,DILLARD UNIVERSITY,NEW ORLEANS,LA,70122,NEW ORLEANS LA 70122 ,30.00,-90.06,Private-Nonprofit,Total,21201,23073,122184865,5295.577732,23073,61054942,2646.164001
11481,DIVERS INSTITUTE OF TECHNOLOGY,SEATTLE,WA,98103,SEATTLE WA 98103 ,47.65,-122.34,Proprietary,Total,687,687,5018818,7305.411936,687,2526605,3677.736536
42263,DIVINE CROWN BARBER & BEAUTY ACADEMY,HARRISBURG,PA,17104,HARRISBURG PA 17104 ,40.26,-76.87,Proprietary,Total,120,120,422396,3519.966667,120,211164,1759.7
3671,DIXIE STATE UNIVERSITY,ST GEORGE,UT,84770,ST GEORGE UT 84770 ,37.11,-113.56,Public,Total,33101,33101,163656668,4944.160841,33391,84252342,2523.205115
2544,DOANE UNIVERSITY,CRETE,NE,68333,CRETE NE 68333 ,40.63,-96.96,Private-Nonprofit,Total,18725,18725,134770182,7197.339493,18725,55608309,2969.736128
42498,DOLCE LLC THE ACADEMY,WATERBURY,CT,6705,WATERBURY CT 6705 ,34.01,-117.37,Proprietary,Total,80,80,178024,2225.3,80,89012,1112.65
2713,DOMINICAN COLLEGE OF BLAUVELT,ORANGEBURG,NY,10962,ORANGEBURG NY 10962 ,41.04,-73.96,Private-Nonprofit,Total,20472,21151,140438140,6639.787244,21151,63314152,2993.435393
1750,DOMINICAN UNIVERSITY,RIVER FOREST,IL,60305,RIVER FOREST IL 60305 ,41.89,-87.82,Private-Nonprofit,Total,18415,18721,129710005,6928.583142,18721,67437452,3602.235564
1196,DOMINICAN UNIVERSITY OF CALIFORNIA,SAN RAFAEL,CA,94901,SAN RAFAEL CA 94901 ,37.97,-122.53,Private-Nonprofit,Total,18929,19106,184019477,9631.501989,19106,113171796,5923.364179
31095,DONGGUK UNIVERSITY LOS ANGELES,LOS ANGELES,CA,90020,LOS ANGELES CA 90020 ,34.07,-118.29,Private-Nonprofit,Total,106,106,1863000,17575.4717,106,465750,4393.867925
1859,DORDT UNIVERSITY,SIOUX CENTER,IA,51250,SIOUX CENTER IA 51250 ,43.07,-96.16,Private-Nonprofit,Total,11026,11026,52334741,4746.484763,11026,26995375,2448.338019
4692,DORSEY SCHOOL OF BUSINESS,MADISON HEIGHTS,MI,48071,MADISON HEIGHTS MI 48071 ,42.52,-83.11,Proprietary,Total,14544,14544,58214037,4002.615305,16986,24878216,1464.630637
25882,DOUGLAS J AVEDA INSTITUTE,EAST LANSING,MI,48823,EAST LANSING MI 48823 ,42.74,-84.48,Proprietary,Total,2781,2781,11155381,4011.28407,2865,5734709,2001.64363
41410,DOUGLAS J AVEDA INSTITUTE-CHICAGO,CHICAGO,IL,60657,CHICAGO IL 60657 ,41.95,-87.64,Proprietary,Total,472,472,2060027,4364.463983,527,1091976,2072.060721
1860,DRAKE UNIVERSITY,DES MOINES,IA,50311,DES MOINES IA 50311 ,41.60,-93.67,Private-Nonprofit,Total,36688,37826,407929996,10784.38101,37841,213014732,5629.204619
2603,DREW UNIVERSITY,MADISON,NJ,7940,MADISON NJ 7940 ,40.76,-74.42,Private-Nonprofit,Total,13074,13098,75517754,5765.594289,13098,40674331,3105.384868
3256,DREXEL UNIVERSITY,PHILADELPHIA,PA,19104,PHILADELPHIA PA 19104 ,39.95,-75.19,Private-Nonprofit,Total,181198,183550,2485948654,13543.71372,183550,892131232,4860.426216
2461,DRURY UNIVERSITY,SPRINGFIELD,MO,65802,SPRINGFIELD MO 65802 ,37.22,-93.29,Private-Nonprofit,Total,22062,22265,116440839,5229.770447,22265,60329148,2709.595688
42752,DSDT,DETROIT,MI,48216,DETROIT MI 48216 ,42.34,-83.08,Proprietary,Total,32,32,110656,3458,32,55324,1728.875
2920,DUKE UNIVERSITY,DURHAM,NC,27708,DURHAM NC 27708 ,36.03,-78.92,Private-Nonprofit,Total,77373,86428,1552230891,17959.815,87106,795846079,9136.524223
4641,DUNWOODY COLLEGE OF TECHNOLOGY,MINNEAPOLIS,MN,55403,MINNEAPOLIS MN 55403 ,44.97,-93.27,Private-Nonprofit,Total,11508,11636,59321279,5098.081729,11636,29450886,2531.01461
3258,DUQUESNE UNIVERSITY OF THE HOLY SPIRIT,PITTSBURGH,PA,15282,PITTSBURGH PA 15282 ,40.44,-80.00,Private-Nonprofit,Total,94156,96427,1078104286,11180.52294,96427,548251448,5685.663227
42896,DURANT INSTITUTE OF HAIR DESIGN,DURANT,OK,74701,DURANT OK 74701 ,34.01,-96.39,Proprietary,Total,128,128,416992,3257.75,156,250984,1608.871795
5448,DURHAM TECHNICAL COMMUNITY COLLEGE,DURHAM,NC,27703,DURHAM NC 27703 ,35.99,-78.87,Public,Total,4547,4823,20718412,4295.752022,4823,10359430,2147.922455
41548,DUVALL'S SCHOOL OF COSMETOLOGY,BEDFORD,TX,76021,BEDFORD TX 76021 ,32.85,-97.14,Proprietary,Total,373,373,1607725,4310.254692,373,803793,2154.941019
6835,DYERSBURG STATE COMMUNITY COLLEGE,DYERSBURG,TN,38024,DYERSBURG TN 38024 ,36.05,-89.39,Public,Total,1969,2005,6008124,2996.570574,2757,3695182,1340.290896
42474,EA LA MAR'S COSMETOLOGY & BARBER COLLEGE,KANSAS CITY,MO,64127,KANSAS CITY MO 64127 ,39.09,-94.52,Proprietary,Total,92,92,207780,2258.478261,104,153876,1479.576923
1793,EARLHAM COLLEGE,RICHMOND,IN,47374,RICHMOND IN 47374 ,39.83,-84.90,Private-Nonprofit,Total,6646,6646,33760912,5079.884442,6673,17599783,2637.461861
12260,EAST ARKANSAS COMMUNITY COLLEGE,FORREST CITY,AR,72335,FORREST CITY AR 72335 ,35.02,-90.78,Public,Total,664,664,2337000,3519.578313,664,798264,1202.204819
2923,EAST CAROLINA UNIVERSITY,GREENVILLE,NC,27858,GREENVILLE NC 27858 ,35.61,-77.37,Public,Total,217068,224210,1599161830,7132.428661,224225,798254975,3560.062326
8862,EAST CENTRAL COLLEGE,UNION,MO,63084,UNION MO 63084 ,38.46,-91.00,Public,Total,3068,3068,11887584,3874.701434,3068,3132600,1021.056063
3154,EAST CENTRAL UNIVERSITY,ADA,OK,74820,ADA OK 74820 ,34.78,-96.68,Public,Total,12556,12556,89693014,7143.438515,12678,46386106,3658.787348
10997,EAST GEORGIA STATE COLLEGE,SWAINSBORO,GA,30401,SWAINSBORO GA 30401 ,32.56,-82.32,Public,Total,13174,14567,46925099,3221.328963,16476,25298060,1535.449138
3320,EAST STROUDSBURG UNIVERSITY,EAST STROUDSBURG,PA,18301,EAST STROUDSBURG PA 18301 ,41.00,-75.17,Public,Total,49363,50647,270991536,5350.594033,50647,135510345,2675.584832
3487,EAST TENNESSEE STATE UNIVERSITY,JOHNSON CITY,TN,37614,JOHNSON CITY TN 37614 ,36.31,-82.37,Public,Total,95924,100033,854299619,8540.177931,100077,433331225,4329.978167
3564,EAST TEXAS BAPTIST UNIVERSITY,MARSHALL,TX,75670,MARSHALL TX 75670 ,32.54,-94.37,Private-Nonprofit,Total,18754,18754,96517338,5146.493441,18838,53416803,2835.587801
30745,EAST WEST COLLEGE OF THE HEALING ARTS,PORTLAND,OR,97232,PORTLAND OR 97232 ,45.52,-122.66,Proprietary,Total,1832,1852,5699060,3077.24622,1852,2824056,1524.868251
42193,EAST-WEST HEALING ARTS INSTITUTE,MADISON,WI,53719,MADISON WI 53719 ,43.06,-89.52,Proprietary,Total,152,152,723516,4759.973684,152,361828,2380.447368
1425,EASTERN CONNECTICUT STATE UNIVERSITY,WILLIMANTIC,CT,6226,WILLIMANTIC CT 6226 ,36.79,-76.14,Public,Total,30918,31669,154661504,4883.687644,31669,82073423,2591.601345
1470,EASTERN FLORIDA STATE COLLEGE,COCOA,FL,32922,COCOA FL 32922 ,28.35,-80.73,Public,Total,32880,33016,137513647,4165.060789,33028,68988082,2088.775645
7275,EASTERN GATEWAY COMMUNITY COLLEGE,STEUBENVILLE,OH,43952,STEUBENVILLE OH 43952 ,40.37,-80.66,Public,Total,4167,4175,10460315,2505.464671,4175,4511361,1080.565509
1674,EASTERN ILLINOIS UNIVERSITY,CHARLESTON,IL,61920,CHARLESTON IL 61920 ,39.48,-88.18,Public,Total,44353,45116,247665230,5489.521013,45405,126193488,2779.286158
31226,EASTERN INTERNATIONAL COLLEGE,JERSEY CITY,NJ,7306,JERSEY CITY NJ 7306 ,40.73,-74.05,Proprietary,Total,56,56,175804,3139.357143,56,58596,1046.357143
4075,EASTERN IOWA COMMUNITY COLLEGE DISTRICT,DAVENPORT,IA,52801,DAVENPORT IA 52801 ,41.52,-90.57,Public,Total,17867,17883,77361060,4325.955377,17971,38804187,2159.266986
1963,EASTERN KENTUCKY UNIVERSITY,RICHMOND,KY,40475,RICHMOND KY 40475 ,37.73,-84.28,Public,Total,95498,95513,641653956,6717.975103,96956,332391728,3428.273939
3708,EASTERN MENNONITE UNIVERSITY,HARRISONBURG,VA,22802,HARRISONBURG VA 22802 ,38.53,-78.82,Private-Nonprofit,Total,9765,9927,61403794,6185.533797,9995,34301774,3431.893347
2259,EASTERN MICHIGAN UNIVERSITY,YPSILANTI,MI,48197,YPSILANTI MI 48197 ,42.24,-83.63,Public,Total,126140,132538,914500226,6899.909656,132538,467538280,3527.579109
2145,EASTERN NAZARENE COLLEGE,QUINCY,MA,2170,QUINCY MA 2170 ,42.27,-71.02,Private-Nonprofit,Total,6314,6314,39627490,6276.13082,6314,20182484,3196.465632
2651,EASTERN NEW MEXICO UNIVERSITY,PORTALES,NM,88130,PORTALES NM 88130 ,34.18,-103.34,Public,Total,16795,17043,138646975,8135.127325,17043,69359298,4069.664848
